Name,Team Name,Position,Age,Season,FIFA rating,Injury,Date of Injury,Date of return,Match1_before_injury_Result,Match1_before_injury_Opposition,Match1_before_injury_GD,Match1_before_injury_Player_rating,Match2_before_injury_Result,Match2_before_injury_Opposition,Match2_before_injury_GD,Match2_before_injury_Player_rating,Match3_before_injury_Result,Match3_before_injury_Opposition,Match3_before_injury_GD,Match3_before_injury_Player_rating,Match1_missed_match_Result,Match1_missed_match_Opposition,Match1_missed_match_GD,Match2_missed_match_Result,Match2_missed_match_Opposition,Match2_missed_match_GD,Match3_missed_match_Result,Match3_missed_match_Opposition,Match3_missed_match_GD,Match1_after_injury_Result,Match1_after_injury_Opposition,Match1_after_injury_GD,Match1_after_injury_Player_rating,Match2_after_injury_Result,Match2_after_injury_Opposition,Match2_after_injury_GD,Match2_after_injury_Player_rating,Match3_after_injury_Result,Match3_after_injury_Opposition,Match3_after_injury_GD,Match3_after_injury_Player_rating
Ethan Pinnock,Brentford,Center Back,29,2023/24,79,Ankle injury,10-Feb-24,13-Apr-24,lose,Tottenham,-1,6,lose,Man City,-2,5.6,win,Wolves,2,6.9,lose,Liverpool,-3,lose,Man City,-1,lose,West Ham,-2,win,Sheffield,2,6.2(S),win,Luton Town,4,7.1(S),lose,Everton,-1,6.4
Rico Henry,Brentford,Left Back,24,2023/24,75,Knee injury,16-Sep-23,5-Oct-24,draw,Crystal Palace,0,5.6,draw,Bournemouth,0,6.2,lose,Newcastle,-1,6,lose,Everton,-2,draw,Nottm Forest,0,lose,Man United,-1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Christian Norgaard,Brentford,Defensive Midfielder ,30,2023/24,77,Foot injury,5-Jan-24,30-Jan-24,lose,Aston Villa,-1,6.9(S),lose,Wolves,-3,7.1,lose,Crystal Palace,-2,6.3(S),win,Nottm Forest,1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Tottenham,-1,7.1,lose,Man City,-2,6.2,win,Wolves,1,7.1
Christian Norgaard,Brentford,Defensive Midfielder ,30,2023/24,77,Back injury,9-Mar-24,16-Apr-24,lose,West Ham,-2,6.8,draw,Chelsea,0,7.5,lose,Arsenal,-1,5.7(S),lose,Burnley,-1,draw,Man United,0,draw,Brighton,0,win,Luton Town,4,6.1(S),lose,Everton,-1,6.5(S),draw,Fulham,0,6.4(S)
Vitaly Janelt,Brentford,Defensive Midfielder ,24,2022/23,76,Knee injury,15-Mar-23,6-Apr-23,win,Fulham,1,5.6(S),lose,Everton,-1,7.5(S),win,Southampton,2,5.8(S),draw,Leicester,0,draw,Brighton,0,lose,Man United,-1,lose,Newcastle,-1,6.2(S),lose,Wolves,-2,5.8(S),draw,Aston Villa,0,5.9(S)
Christian Eriksen,Brentford,Central Midfielder,30,2021/22,81,Fitness,31-Jan-22,25-Feb-22,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Man City,-2,draw,Crystal Palace,0,lose,Arsenal,-1,lose,Newcastle,-2,5.4(S),win,Norwich City,2,5.2,win,Burnley,2,7.3
Mathias Jensen,Brentford,Central Midfielder,26,2021/22,77,Leg injury,7-Jul-21,31-Aug-21,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Arsenal,2,draw,Crystal Palace,0,N.A.,N.A.,N.A.,draw,Aston Villa,0,6.2(S),lose,Brighton,-1,6.1(S),N.A.,N.A.,N.A.,N.A.
Josh Dasilva,Brentford,Central Midfielder,23,2023/24,73,Hamstring injury,19-Aug-23,4-Jan-24,win,Fulham,3,6.1(S),N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Crystal Palace,0,draw,Bournemouth,0,lose,Newcastle,-1,win,Nottm Forest,1,6.1(S),lose,Tottenham,-1,6(S),N.A.,N.A.,N.A.,N.A.
Josh Dasilva,Brentford,Central Midfielder,23,2023/24,73,Ankle injury,6-Dec-23,30-Mar-24,win,Fulham,3,6.1(S),N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Brighton,-1,lose,Sheffield,-1,lose,Aston Villa,-1,win,Nottm Forest,1,6.1(S),lose,Tottenham,-1,6(S),N.A.,N.A.,N.A.,N.A.
Josh Dasilva,Brentford,Central Midfielder,23,2023/24,73,Knee surgery,5-Feb-24,15-Mar-25,win,Nottm Forest,1,6.1(S),lose,Tottenham,-1,6(S),N.A.,N.A.,N.A.,N.A.,lose,Man City,-2,win,Wolves,2,lose,Liverpool,-3,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Frank Onyeka,Brentford,Central Midfielder,24,2021/22,73,Ankle injury,25-Mar-22,16-May-22,lose,Man City,-2,6(S),win,Norwich City,2,6.2(S),win,Burnley,2,6.1(S),win,Chelsea,3,win,West Ham,2,win,Watford,1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Frank Onyeka,Brentford,Central Midfielder,25,2022/23,73,Thigh problems,25-Mar-23,9-Apr-23,lose,Everton,-1,5.6,win,Southampton,2,5.6,N.A.,N.A.,N.A.,N.A.,draw,Brighton,0,lose,Man United,-1,lose,Newcastle,-1,draw,Aston Villa,0,5.7(S),win,Chelsea,2,6(S),win,Nottm Forest,1,6.8(S)
Shandon Baptiste,Brentford,Central Midfielder,24,2023/24,70,Shoulder injury,25-Aug-23,11-Nov-23,draw,Tottenham,0,5.6(S),N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Fulham,3,draw,Crystal Palace,0,draw,Bournemouth,0,lose,Arsenal,-1,6(S),win,Luton Town,2,6.2,lose,Brighton,-1,0
Samman Ghoddos,Brentford,Attacking Midfielder,28,2021/22,71,Coronavirus,19-Mar-22,26-Mar-22,lose,Man City,-1,5.8(S),draw,Crystal Palace,0,5.6(S),lose,Arsenal,-1,5.4(S),lose,Leicester,-1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Watford,1,5(S),draw,Tottenham,0,6.8(S),N.A.,N.A.,N.A.,N.A.
Bryan Mbeumo,Brentford,Right winger,22,2023/24,80,Ankle injury,7-Dec-23,12-Mar-24,lose,Arsenal,-1,6,win,Luton Town,2,8.2,lose,Brighton,-1,5.4(S),lose,Sheffield,-1,lose,Aston Villa,-1,lose,Wolves,-3,lose,Burnley,-1,7(S),draw,Man United,0,6(S),draw,Brighton,0,5.4(S)
Sergi Canos,Brentford,Right winger,25,2022/23,72,Hamstring injury,1-Aug-22,5-Sep-22,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Leicester,0,win,Man United,2,lose,Fulham,-1,win,Brighton,2,5.6,lose,Aston Villa,-4,5.2,draw,Wolves,0,5.6
Yoane Wissa,Brentford,Center Forward,25,2023/24,79,Ankle injury,14-Sep-24,30-Nov-24,lose,Liverpool,-2,5.9(S),win,Southampton,2,6,lose,Man City,-1,5.7(S),lose,Tottenham,-2,draw,West Ham,0,win,Wolves,2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Ben Mee,Brentford,Center Back,33,2023/24,79,Muscle injury,26-Sep-23,20-Oct-23,draw,Bournemouth,0,6.1,lose,Newcastle,-1,5.6,N.A.,N.A.,N.A.,N.A.,lose,Everton,-2,draw,Nottm Forest,0,lose,Man United,-1,win,West Ham,1,6.1(S),lose,Liverpool,-3,5.2,lose,Arsenal,-1,6.8
Ben Mee,Brentford,Center Back,33,2023/24,79,Ankle injury,26-Feb-24,30-Jun-24,lose,Liverpool,-3,5.2,lose,Man City,-1,5.8,lose,West Ham,-2,5.6,draw,Chelsea,0,lose,Arsenal,-1,lose,Burnley,-1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Aaron Hickey,Brentford,Right Back,21,2022/23,76,Ankle injury,10-Oct-22,31-Dec-22,lose,Arsenal,-3,6.8,draw,Bournemouth,0,6.5(S),lose,Newcastle,-4,6.1(S),win,Brighton,2,draw,Chelsea,0,lose,Aston Villa,-4,win,Southampton,3,6.2(S),draw,Crystal Palace,0,7.3(S),win,Fulham,1,5.5(S)
Aaron Hickey,Brentford,Right Back,22,2023/24,76,Hamstring injury,2-Nov-23,2-Apr-25,draw,Nottm Forest,0,5.7(S),lose,Man United,-1,5.1,win,Chelsea,2,5.6,win,West Ham,1,lose,Liverpool,-3,lose,Arsenal,-1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Kevin Schade,Brentford,Left winger,21,2023/24,72,Adductor injury,23-Sep-23,10-Apr-24,draw,Crystal Palace,0,6(S),draw,Bournemouth,0,6(S),lose,Newcastle,-1,5.8(S),lose,Everton,-2,draw,Nottm Forest,0,lose,Man United,-1,win,Sheffield,2,6.1(S),win,Luton Town,5,7.1(S),lose,Everton,-1,6(S)
Mikkel Damsgaard,Brentford,Left winger,22,2023/24,73,Knee surgery,29-Sep-23,5-Dec-23,draw,Tottenham,0,6.1(S),win,Fulham,3,6(S),N.A.,N.A.,N.A.,N.A.,draw,Crystal Palace,0,draw,Bournemouth,0,lose,Newcastle,-1,lose,Brighton,-1,5.8(S),lose,Sheffield,-1,5.7(S),lose,Aston Villa,-1,6.7(S)
Mikkel Damsgaard,Brentford,Left winger,22,2023/24,73,Adductor pain,26-Aug-23,27-Sep-23,draw,Tottenham,0,6.1(S),win,Fulham,3,6(S),N.A.,N.A.,N.A.,N.A.,draw,Nottm Forest,0,lose,Man United,-1,win,Burnley,3,lose,Brighton,-1,5.8(S),lose,Sheffield,-1,5.7(S),lose,Aston Villa,-1,6.7(S)
Keane Lewis-Potter,Brentford,Left winger,22,2022/23,73,Knee injury,5-Mar-23,2-May-23,win,Liverpool,2,5.1(S),win,Bournemouth,2,5.4,draw,Crystal Palace,0,5.1(S),win,Fulham,1,lose,Everton,-1,win,Southampton,2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Keane Lewis-Potter,Brentford,Left winger,22,2022/23,73,Fitness,11-Oct-22,31-Oct-22,draw,Everton,0,6.6(S),draw,Crystal Palace,0,5.1(S),win,Leeds,3,5.2,lose,Aston Villa,-4,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Wolves,0,5.2,draw,Nottm Forest,0,5.6,win,Liverpool,2,5.1(S)
Keane Lewis-Potter,Brentford,Left winger,22,2022/23,73,Ligament injury,5-Sep-22,10-Oct-22,draw,Everton,0,6.6(S),draw,Crystal Palace,0,5.1(S),win,Leeds,3,5.2,lose,Arsenal,-3,draw,Bournemouth,0,lose,Newcastle,-4,draw,Wolves,0,5.2,draw,Nottm Forest,0,5.6,win,Liverpool,2,5.1(S)
Mark Flekken,Brentford,Goalkeeper,31,2023/24,79,cold,3-Oct-23,19-Oct-23,lose,Newcastle,-1,5.7,lose,Everton,-2,6,draw,Nottm Forest,0,6.3,lose,Man United,-1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Burnley,3,6.4,win,Chelsea,2,6.6,win,West Ham,1,5.8(S)
Nathan Collins,Brentford,Center Back,23,2023/24,75,Injury to the ankle,18-Nov-23,15-Dec-23,win,Chelsea,2,7.5,win,West Ham,1,7.8,lose,Liverpool,-3,6.7,lose,Arsenal,-1,win,Luton Town,2,lose,Brighton,-1,lose,Aston Villa,-1,7(S),lose,Wolves,-3,3.9,lose,Crystal Palace,-2,6.4
Nathan Collins,Brentford,Center Back,23,2023/24,75,unknown injury,17-May-24,26-Jun-24,lose,Everton,-1,6.7,draw,Fulham,0,7.2,win,Bournemouth,1,6.2,lose,Newcastle,-2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Richarlison,Tottenham,Center Forward,27,2021/22,81,Calf injury,"Oct 15,2022","Nov 8,2022",lose,Arsenal,-2,5.8,win,Brighton,1,5.9,win,Everton,2,5.7,lose,Man United,-2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Leeds,1,7.4,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Richarlison,Tottenham,Center Forward,28,2022/23,81,Hamstring injury,"Dec 9,2022","Jan 13,2023",win,Leeds,1,7.4,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Brentford,0,lose,Aston Villa,-2,win,Crystal Palace,4,lose,Arsenal,-2,7,lose,Man City,-2,6,win,Fulham,1,7.3
Richarlison,Tottenham,Center Forward,28,2022/23,81,Groin Surgery,"Nov 10,2023","Dec 3,2023",win,Fulham,2,6.7,win,Crystal Palace,1,6.2,lose,Chelsea,-3,6.3,lose,Wolves,-1,lose,Aston Villa,-1,N.A.,N.A.,N.A.,draw,Man City,0,8,lose,West Ham,-1,8.3,win,Newcastle,3,8.8
Sergio Reguilon,Tottenham,Left Back,24,2020/21,82,Ankle sprain,"Sep 7,2020","Sep 25,2020",N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Southampton,-3,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Newcastle,0,6.3,win,Man United,5,6.3,draw,West Ham,0,6.8
Sergio Reguilon,Tottenham,Left Back,24,2020/21,82,Muscle injury,"Jan 26,2021","Feb 19,2021",win,Leeds,3,8,draw,Fulham,0,8,win,Sheffield,2,6.1,lose,Liverpool,-2,lose,Brighton,-1,lose,Chelsea,-1,lose,West Ham,-1,5.6,win,Burnley,4,6.9,win,Crystal Palace,3,7.1
Sergio Reguilon,Tottenham,Left Back,25,2021/22,80,Coronavirus,"Feb 15,2022","Feb 22,2022",win,Watford,1,6.7,win,Leicester,1,7.1,lose,Southampton,-1,7.1,win,Man City,1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Burnley,-1,7.6,win,Leeds,4,7.8,win,Everton,5,7.8
Sergio Reguilon,Tottenham,Left Back,25,2021/22,80,Groin Surgery,"Apr 30,2022","Jun 30,2022",win,Aston Villa,4,6,lose,Brighton,-1,6,win,West Ham,2,6.4,win,Leicester,2,draw,Liverpool,0,win,Arsenal,3,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Ben Davies,Tottenham,Center Back,27,2019/20,79,Groin Surgery,"Jan 24,2019","Feb 25,2019",win,Bournemouth,5,6.4,win,Wolves,-2,6,lose,Man United,-1,6.2,win,Watford,1,win,Newcastle,1,win,Leicester,2,lose,Chelsea,-2,6.9,lose,Southampton,-1,6.8,lose,Liverpool,-1,6.8
Ben Davies,Tottenham,Center Back,27,2019/20,79,Ankle sprain,"Aug 8,2019","Aug 19,2019",draw,Everton,0,5.8,draw,Sheffield,0,5.8,win,West Ham,1,5.9,win,Bournemouth,1,lose,Man United,-1,win,Burnley,5,win,Aston Villa,1,7,lose,Chelsea,-1,5.6,lose,Wolves,-1,6.7
Ben Davies,Tottenham,Center Back,28,2020/21,79,Shin injury,"Nov 21,2020","Feb 10,2021",lose,Man City,-3,7.2,win,Fulham,1,6.9,win,Aston Villa,2,6.8,draw,Newcastle,0,lose,Man United,-2,draw,Everton,0,lose,Crystal Palace,-3,6.9,lose,Man United,-3,6.8,draw,Everton,0,7.2
Ben Davies,Tottenham,Center Back,30,2022/23,76,Shin injury,"Sep 15,2022","Oct 3,2022",win,Wolves,1,7,win,Nottm Forest,2,7.1,draw,West Ham,0,7.1,win,Leicester,4,lose,Arsenal,-2,N.A.,N.A.,N.A.,win,Brighton,1,6.2,win,Everton,2,6.2,lose,Man United,-2,6.4
Heungmin Son,Tottenham,Left winger,28,2019/20,87,Broken arm,"Feb 17,2020","Apr 30,2020",win,Norwich City,1,7.1,win,Man City,2,7.4,win,Aston Villa,1,9,lose,Chelsea,-1,lose,Wolves,-2,draw,Burnley,0,draw,Man United,0,7.1,win,West Ham,2,7,lose,Sheffield,-2,7
Heungmin Son,Tottenham,Left winger,29,2020/21,89,Hamstring injury,"Mar 15,2021","Apr 5,2021",win,Fulham,1,6.8,win,Crystal Palace,4,7.3,lose,Arsenal,-1,5.3,win,Aston Villa,2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Newcastle,0,6.3,lose,Man United,-2,7.7,draw,Everton,0,6
Heungmin Son,Tottenham,Left winger,30,2021/22,89,Calf injury,"Sep 6,2021","Sep 20,2021",win,Man City,1,7,win,Wolves,1,6.1,win,Watford,1,5.8,lose,Crystal Palace,-3,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Chelsea,-3,6.3,lose,Arsenal,-2,7.2,win,Aston Villa,1,7.2
Heungmin Son,Tottenham,Left winger,30,2021/22,89,Hamstring injury,"Jan 6,2022","Feb 3,2022",win,Crystal Palace,3,7.7,draw,Southampton,0,7.7,win,Watford,1,6.7,win,Leicester,1,lose,Chelsea,2,N.A.,N.A.,N.A.,lose,Southampton,-1,7.3,lose,Wolves,-2,6.8,win,Man City,1,8.1
Heungmin Son,Tottenham,Left winger,31,2022/23,88,Facial fracture,"Nov 2,2022","Nov 20,2022",lose,Man United,-2,5.9,lose,Newcastle,-1,6,win,Bournemouth,1,7,lose,Liverpool,-1,win,Leeds,1,N.A.,N.A.,N.A.,draw,Brentford,0,5.9,lose,Aston Villa,-2,7.5,win,Crystal Palace,4,7.6
Oliver Skipp,Tottenham,Defensive Midfielder,19,2019/20,67,Hip injury,"Nov 9,2019","Dec 4,2019",draw,Sheffield,0,7.3,win,West Ham,1,6.8,win,Bournemouth,1,6.9,draw,Everton,0,win,Aston Villa,1,draw,Man City,0,win,Burnley,5,6.8,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Oliver Skipp,Tottenham,Defensive Midfielder,22,2021/22,77,Inflammation bone,"Feb 5,2022","Jun 30,2022",win,Watford,1,7.2,win,Leicester,1,6.8,lose,Chelsea,-2,6.7,win,Southampton,-1,lose,Wolves,-2,lose,Man City,1,lose,Arsenal,-2,6.5,win,Brighton,1,7.5,win,Everton,-2,7.8
Oliver Skipp,Tottenham,Defensive Midfielder,22,2022/23,77,Foot injury,"Jul 18,2022","Aug 29,2022",N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Southampton,3,draw,Chelsea,0,win,Wolves,1,lose,Arsenal,-2,6.7,win,Brighton,1,7.4,win,Everton,-2,6.9
Harry winks,Tottenham,Defensive Midfielder,24,2020/21,80,Ankle sprain,"Dec 6,2019","Dec 19,2019",win,West Ham,1,6.5,win,Bournemouth,1,6.5,lose,Man United,-1,6.4,win,Burnley,5,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Wolves,1,6.5,win,Brighton,1,6.7,lose,Liverpool,-1,6.6
Harry winks,Tottenham,Defensive Midfielder,23,2019/20,78,Knock,"Nov 19,2020","Nov 25,2020",win,Southampton,3,6.2,draw,Newcastle,0,7.6,draw,West Ham,0,5.9,win,Man City,2,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Leicester,-2,5.9,draw,Wolves,0,6.2,win,Leeds,3,7.1
Moussa Sissoko,Tottenham,Central Midfielder,30,2019/20,81,Knee Surgery,"Jan 2,2020","Mar 20,2020",lose,Chelsea,-2,6.2,win,Brighton,1,6.9,lose,Southampton,-1,6.2,lose,Liverpool,-1,draw,Watford,0,win,Norwich City,1,draw,Man United,0,6.8,win,West Ham,2,6.8,lose,Sheffield,-2,6.9
Lucas Moura,Tottenham,Right winger,29,2021/22,81,Ankle sprain,"Sep 16,2021","Sep 23,2021",win,Wolves,1,6.7,win,Watford,1,6.8,lose,Crystal Palace,-3,8.3,lose,Chelsea,-3,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Arsenal,-2,6.2,win,Aston Villa,1,6.8,win,Newcastle,1,6.7
Lucas Moura,Tottenham,Right winger,30,2021/22,81,Dead leg,"Feb 24,2022","Mar 23,2022",lose,Wolves,-2,6.8,win,Man City,1,6.9,lose,Burnley,-1,5.6,win,Leeds,4,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Man United,-2,7.3,win,Brighton,1,7,win,West Ham,1,7.4
Lucas Moura,Tottenham,Right winger,30,2022/23,77,Calf injury,"Aug 29,2022","Oct 10,2022",win,Norwich City,3,7.4,draw,Southampton,0,7.5,win,Chelsea,1,7.8,draw,West Ham,0,win,Fulham,1,win,Leicester,4,win,Everton,2,7.8,lose,Man United,-2,7.3,lose,Newcastle,-1,6.9
Dele Alli,Tottenham,Attacking Midfielder,23,2019/20,86,Hamstring injury,"Aug 4,2019","Aug 31,2019",lose,West Ham,-1,6.5,lose,Bournemouth,-1,6.9,draw,Everton,0,6.2,win,Aston Villa,2,draw,Man City,0,lose,Newcastle,-1,draw,Arsenal,0,5.8,draw,Watford,0,7.2,lose,Liverpool,-1,5.8
Dele Alli,Tottenham,Attacking Midfielder,24,2019/20,83,Muscle injury,"Jul 3,2020","Jul 25,2020",draw,Burnley,0,6.9,win,West Ham,2,5.9,lose,Sheffield,-2,5.8,win,Everton,1,draw,Bournemouth,0,win,Arsenal,1,draw,Crystal Palace,0,6.1,lose,Everton,-1,6.1,win,Man United,5,6.5
Dele Alli,Tottenham,Attacking Midfielder,25,2020/21,80,Tendon irritation,"Jan 22,2021","Feb 9,2021",win,Man United,5,7.5,draw,Crystal Palace,0,7.8,lose,Liverpool,-1,5.6,lose,Liverpool,-2,lose,Brighton,-1,lose,Chelsea,-1,lose,Man City,-3,6.4,lose,West Ham,-1,6.9,win,Burnley,4,6.7
Harry Kane,Tottenham,Center Forward,26,2019/20,89,Ill,"Nov 1,2019","Nov 4,2019",lose,Brighton,-3,5.5,draw,Watford,0,5.9,lose,Liverpool,-1,6.8,draw,Everton,0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Sheffield,0,5.8,win,West Ham,1,7.5,win,Bournemouth,1,6.6
Harry Kane,Tottenham,Center Forward,27,2019/20,89,Torn thigh muscle,"Jan 2,2020","Mar 9,2020",win,Brighton,1,7.6,draw,Norwich City,0,6.9,lose,Southampton,-1,6.7,lose,Liverpool,-1,draw,Watford,0,win,Norwich City,1,draw,Man United,0,7.2,win,West Ham,2,7.4,lose,Sheffield,-2,7.5
Harry Kane,Tottenham,Center Forward,27,2019/20,89,Fitness,"Mar 9,2020","Apr 1,2020",win,Brighton,1,6.9,draw,Norwich City,0,6.5,lose,Southampton,-1,7.6,lose,Liverpool,-1,draw,Watford,0,win,Norwich City,1,draw,Man United,0,6.5,win,West Ham,2,7.9,lose,Sheffield,-2,6.6
Harry Kane,Tottenham,Center Forward,28,2020/21,89,Ankle sprain,"Jan 29,2021","Feb 5,2021",draw,Fulham,0,7.2,win,Sheffield,-2,8.3,lose,Liverpool,-2,5.3,lose,Brighton,-1,lose,Chelsea,-1,N.A.,N.A.,N.A.,win,West Brom,2,7.2,lose,Man City,-3,6.2,lose,West Ham,-1,6
Harry Kane,Tottenham,Center Forward,28,2020/21,89,Ankle sprain,"Apr 16,2021","Apr 22,2021",draw,Newcastle,0,7.3,lose,Man United,-2,7.2,draw,Everton,0,6.6,win,Southampton,1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Sheffield,4,7.4,lose,Leeds,-2,6.7,win,Wolves,2,6.9
Hugo Lloris,Tottenham,Goalkeeper,32,2019/20,88,Elbow injury,"Oct 6,2019","Jan 18,2020",win,Crystal Palace,4,8.4,win,Southampton,1,6.6,lose,Brighton,3,6.3,draw,Watford,0,lose,Liverpool,-1,draw,Everton,0,win,Norwich City,1,6.1,win,Man City,2,8.8,win,Aston Villa,1,6.3
Hugo Lloris,Tottenham,Goalkeeper,33,2019/20,88,Groin Strain,"Feb 6,2020","Mar 6,2020",win,Norwich City,1,6.9,win,Man City,2,7.4,lose,Chelsea,-1,6.3,lose,Wolves,-1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Burnley,0,6.8,draw,Man United,0,6.5,win,West Ham,2,6.8
Hugo Lloris,Tottenham,Goalkeeper,36,2022/23,84,Knee injury,"Feb 6,2023","Mar 22,2023",lose,Man City,-1,7.5,win,Fulham,1,6.5,win,Man City,1,6.4,lose,Leicester,-3,win,West Ham,2,win,Chelsea,2,draw,Everton,0,6.7,win,Brighton,1,7.1,lose,Bournemouth,-1,7.3
Hugo Lloris,Tottenham,Goalkeeper,36,2022/23,84,Thigh Problems,"Apr 24,2023","Oct 2,2023",win,Brighton,1,7.4,lose,Bournemouth,-1,7.9,lose,Newcastle,-5,7.6,draw,Man United,0,lose,Liverpool,-1,win,Crystal Palace,1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Davinson Sanchez,Tottenham,Center Back,23,2019/20,84,Ankle sprain,"Sep 12,2019","Sep 17,2019",draw,Man City,0,6.5,lose,Newcastle,-1,6.7,draw,Arsenal,0,6,win,Crystal Palace,4,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,draw,Watford,0,6.2,lose,Liverpool,-1,6,draw,Everton,0,7
Davinson Sanchez,Tottenham,Center Back,25,2021/22,81,Quarantine,"Sep 9,2021","Sep 17,2021",win,Man City,1,7.8,win,Wolves,1,8.3,win,Watford,1,7.5,lose,Crystal Palace,-3,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Chelsea,-3,7.6,lose,Arsenal,-3,7.1,win,Leeds,1,7.5
Eric Dier,Tottenham,Center Back,25,2019/20,79,Hip injury,"Aug 30,2019","Sep 12,2019",lose,Southampton,-1,6.4,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Leicester,2,lose,Burnley,-1,lose,Chelsea,-2,lose,Southampton,-1,6.9,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Eric Dier,Tottenham,Center Back,26,2020/21,79,Muscle injury,"Oct 13,2020","Oct 25,2020",win,Southampton,3,6.1,draw,Newcastle,0,6.8,win,Man United,5,6.7,draw,West Ham,0,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,win,Burnley,1,6.8,win,Brighton,1,6.5,win,West Brom,1,7.2
Eric Dier,Tottenham,Center Back,28,2021/22,80,Thigh Problems,"Jan 3,2022","Jan 20,2022",win,Crystal Palace,3,7.5,draw,Southampton,0,7.3,win,Watford,1,6.8,win,Leicester,1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Chelsea,-2,6.7,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
Eric Dier,Tottenham,Center Back,28,2021/22,80,Thigh Problems,"Feb 4,2022","Feb 15,2022",lose,Chelsea,-2,6.5,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,Southampton,-1,lose,Wolves,-2,N.A.,N.A.,N.A.,win,Man City,1,7.3,lose,Burnley,-1,6.9,win,Leeds,1,8.4
Ryan Sessegnon,Tottenham,Left Back,21,2021/22,74,Bruise,"Sep 1,2021","Nov 14,2021",N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,lose,West Ham,-1,lose,Man United,-3,draw,Everton,0,win,Leeds,1,6.5,win,Brentford,3,6.7,draw,Liverpool,0,6.8
